investor_name,ciks,positions,aum_mm,total_shares,suggested_type
August Group Capital Ltd,1,101,90.1,735129,active
"Curat Global, LLC",1,276,90.0,813487,
"Walleye Partners, LLC",1,53,90.0,1245927,active
"Telligent Fund, LP",1,20,90.0,537400,active
"Indie Asset Partners, LLC",1,80,89.7,1087721,active
Significant Wealth Partners LLC,1,64,89.7,3130184,active
Amitell Capital Pte Ltd,1,20,89.4,1068898,active
Carnegie Mellon University,1,3,89.3,371083,
Prism Planning Partners LLC,1,45,89.1,1181882,active
"Norwood Investment Partners, LP",1,15,88.8,3970436,active
Franchise GP Ltd,1,22,88.8,857156,
Children's Medical Center Corp,1,1,88.7,223901,
QVIDTVM Management LLC,1,10,88.4,6787272,
"Turner Capital Investments, LLC",1,5,88.3,3673065,active
Ehrenkranz Partners L.P.,1,47,88.3,668549,active
Ishara Investments LP,1,35,87.5,6807500,
Wiser Advisor Group LLC,1,224,87.4,971084,active
"E6 Portfolios, LLC",1,53,87.4,2044937,
Khall LLC,1,1,86.8,3389284,
APEIRON CAPITAL Ltd,1,4,86.5,3273148,active
Colter Lewis Investment Partners LLC,1,96,86.5,917221,active
Magma Venture Partners General Partner Ltd.,1,2,86.4,23683297,active
AI-Squared Management Ltd,1,17,86.1,2423825,
Miller Financial Services LLC,1,106,85.3,1454373,mixed
"Xena Financial Planning, LLC",1,34,85.2,1014103,mixed
Teachers Insurance & Annuity Association of America,1,73,85.1,513366,passive
"EnCap Energy Capital Fund VIII, L.P.",1,2,84.9,6783474,active
Kize Capital LP,1,5,84.8,879836,active
"JCSD Capital, LLC",1,23,84.7,1727095,active
"Blue Line Capital, LLC / IL",1,70,84.6,722803,active
"H&F Corporate Investors IX, Ltd.",1,1,84.5,10861506,
BRC-Global BAH Investments Ltd.,1,1,84.5,5713391,
Royal Palms Capital LLC,1,31,84.3,2511355,active
ABS Direct Equity Fund LLC,1,35,84.1,3181398,active
13D Management LLC,1,16,84.0,1945264,
"Tandem Financial, LLC",1,47,83.4,1299025,mixed
Xiamen Xinweidachuang Investment Partnership (Limited Partnership),1,1,83.4,4926165,active
Sonoma Private Wealth LLC,1,64,82.8,831003,active
Column Group LLC,1,4,82.8,14948733,
"Ventas, Inc.",1,1,82.5,9342501,
Luminist Capital LLC,1,205,81.1,1257947,active
"Emeth Value Capital, LLC",1,3,81.0,6831667,active
"Bradyco, Inc.",1,35,80.6,342693,
"T3 Companies, LLC",1,120,80.5,15915199,
"Cannae Holdings, Inc.",1,2,80.3,40833859,
One Wealth Map LLC,1,37,79.1,1225561,active
Oberndorf William E,1,7,79.0,716087,
"SG Americas Securities, LLC",1,2807,78.3,937345442,
Conrad N. Hilton Foundation,1,1,78.3,114347,
"Marquette Associates, Inc.",1,28,78.1,986706,
"H Capital V GP, L.P.",1,1,78.0,4948245,active
"York GP, Ltd.",1,1,78.0,280600,
"Yorktown Energy Partners X, L.P.",1,4,77.4,6378371,active
"Yorktown Energy Partners IX, L.P.",1,3,75.7,5513617,active
Global Media & Entertainment Investments Ltd,1,1,75.5,18140000,
"Holland Advisory Services, Inc.",1,45,74.1,551248,active
KERR FINANCIAL PLANNING Corp,1,460,74.0,833233,mixed
Mayar Capital Ltd.,1,13,73.7,1301846,active
MWG Caph Ltd,1,3,72.4,4067260,
Florin Court Capital LLP,1,24,71.8,1332521,active
Incentive AS,1,0,71.3,1843624,
Truxt Investmentos Ltda.,1,19,71.3,2543447,
26North Partners LP,1,1,70.9,103499,active
"McGrath & Associates, Inc.",1,39,70.4,1605766,
Texas County & District Retirement System,1,1,70.3,5001752,passive
Wise Wealth Partners,1,49,69.7,756201,active
Immersion Capital LLP,1,9,69.1,503536,active
"Charis Legacy Partners, LLC",1,24,67.8,570821,active
QSV Equity Investors LLC,1,87,67.6,1400011,
"Fountainhead AM, LLC",1,160,67.5,706581,
"China-UAE Investment Cooperation Fund, L.P.",1,1,67.4,7769918,active
"Van Diest Capital, LLC",1,130,67.0,612568,active
"Solutions 4 Wealth, Ltd",1,52,66.2,4246188,active
Bessemer Group Inc,1,2424,65.1,481724926,
Sanders Morris Harris LLC,1,30,64.7,3789081,
AlpInvest Partners B.V.,1,12,64.2,4257477,active
PMC FIG Opportunities LLC,1,31,63.7,1464387,
"8vc Gp I, LLC",1,0,63.3,4798334,
Elite Life Management LLC,1,53,61.6,904242,
Samson Rock Capital LLP,1,2,61.3,902983,active
"Centerbridge Partners, L.P.",1,2,59.1,8409635,active
New Jersey Better Educational Savings Trust,1,9,58.7,918905,
"Data Collective IV GP, LLC",1,3,58.5,10631470,
CIBRA Capital Ltd,1,14,58.2,1369839,active
AIFG Consultants Ltd.,1,48,58.2,1115550,
"Sycamore Partners Management, L.P.",1,2,58.2,58579744,active
CoinFund Management LLC,1,8,58.1,22445627,active
Deer Park Road Corp,1,4,58.1,13028860,
VanderPol Investments L.L.C.,1,51,57.5,1198353,
CANADA LIFE ASSURANCE Co,1,1819,57.5,487280672,
Thrivent Financial for Lutherans,1,2361,56.4,1472686634,mixed
Silver Rock Financial LP,1,9,55.9,13114029,mixed
"John W. Brooker & Co., CPAs",1,57,55.9,987024,
"Connective Portfolio Management, LLC",1,38,55.5,786412,
"Cohen & Steers, Inc.",1,384,55.3,962994606,
Valor Management LLC,1,2,55.1,2787710,
Markin Volterra Fund LP,1,38,55.0,454095,active
"Madison International Realty Holdings, LLC",1,1,54.9,3689120,
"CTC Alternative Strategies, Ltd.",1,43,53.4,521054,
Betterment LLC,1,484,52.5,669525322,
"72 Investment Holdings, LLC",1,5,50.6,2502360,
"Ground Swell Capital, LLC",1,69,48.6,959468,active
Paragon Associates & Paragon Associates II Joint Venture,1,12,48.4,5986400,
"Biglari, Sardar",1,9,48.3,1145448,
Baypointe Partners LLC,1,14,47.6,223781,active
Schubert & Co,1,24,47.5,567768,
Towarzystwo Funduszy Inwestycyjnych Allianz Polska S.A.,1,36,47.0,1785946,active
"Total Wealth Planning, LLC",1,39,46.7,869236,active
Prospector Partners LLC,1,15,46.7,243880,active
Investment Counsel Co of Nevada,1,81,46.6,463191,
P.A.W. Capital Corp,1,17,46.0,8255000,active
"Gruss & Co., LLC",1,33,45.5,722052,
"nVerses Capital, LLC",1,187,44.6,2294340,active
"West Tower Group, LLC",1,73,44.4,1687768,
KBC Group NV,1,1669,43.9,291800563,
"Atairos Partners GP, Inc.",1,1,43.8,21218426,active
EHP Funds Inc.,1,25,43.6,530431,active
Janney Montgomery Scott LLC,1,2405,43.6,482636808,
Yahav Achim Ve Achayot - Provident Funds Management Co Ltd.,1,22,43.5,560554,active
Rithm Capital Corp.,1,30,43.0,1355562,active
"1060 Capital, LLC",1,5,42.6,2669014,active
272 Capital LP,1,1,40.0,1631453,active
Cincinnati Indemnity Co,1,10,39.9,271462,
Riverstone Holdings LLC,1,2,37.8,11052876,
Fiduciary Counselling Inc,1,10,37.7,416335,
Olympiad Research LP,1,90,37.6,1613399,
Discovery Value Fund,1,2,37.5,294317,active
"Varde Management, L.P.",1,2,37.4,645132,
"Gullane Capital, LLC",1,3,37.4,2563047,active
Inflection Point Holdings II LLC,1,1,37.2,3125000,
Roberts Foundation,1,2,36.9,318298,
"ECP ControlCo, LLC",1,1,36.9,4500000,
"Natixis Investment Managers, LLC",1,0,35.1,1365908,
ClearAlpha Technologies LP,1,54,35.0,704082,
"Platinum Equity, LLC",1,1,34.9,8301365,
Syncona Portfolio Ltd,1,2,34.3,17853776,
"Regeneron Pharmaceuticals, Inc.",1,1,33.8,3763506,
"CSU Producer Resources, Inc.",1,22,33.5,256923,
"Advanced Portfolio Management, LLC",1,37,32.8,473437,
"Centerstone Investors, LLC",1,22,31.8,199455,
Hrt Financial LP,1,2124,31.7,436487510,mixed
FTX Recovery Trust,1,2,31.4,1942749,
Daiwa Securities Group Inc.,1,1258,31.3,327040270,
Treasurer of the State of North Carolina,1,972,31.2,219655655,
Mediatel Partners,1,2,29.8,1161569,active
Great Mountain Partners LLC,1,1,29.1,25559846,active
"Southport Management, L.L.C.",1,27,28.6,1314576,
"Berry Wealth Group, LP",1,32,28.5,124881,active
Shengqi Capital (Hong Kong) Ltd,1,1,27.9,157000,active
HS Investments III Ltd,1,1,27.4,1088409,
"Axon Enterprise, Inc.",1,0,27.2,1509341,
Public Employees Retirement Association of Colorado,1,1778,27.2,162301333,passive
"Vorpal, LLC",1,2,27.1,839842,
"Pura Vida Investments, LLC",1,15,26.8,2096557,
"Sapience Investments, LLC",1,46,26.5,601299,
Pickering Energy Partners LP,1,10,25.6,2336754,active
IDG-Accel China Capital GP II Associates Ltd.,1,1,24.7,312059,active
CPMG Inc,1,2,24.7,1651890,
"Founders Fund Growth II Management, LP",1,1,23.7,872614,active
Global IMC LLC,1,8,23.4,899046,
"AJU IB Investment Co., Ltd.",1,7,22.8,2511866,
Covalent Partners LLC,1,11,22.6,2055974,active
Samsung C&T Corp,1,1,22.5,1585804,
"Capital & Planning, LLC",1,9,21.6,101810,active
Imprint Wealth LLC,1,298,21.4,227920,active
Bakala Capital LLC,1,11,21.1,268913,active
Vantage Consulting Group Inc,1,3,19.7,4243147,
"Lion Point Capital, LP",1,35,19.3,5626859,active
"SkyBridge Capital II, LLC",1,5,16.9,861330,active
Bp PLC,1,1,16.8,60000,
"MVM Partners, LLC",1,0,16.8,4700457,active
"DCVC Opportunity Fund II GP, LLC",1,2,16.6,3960662,active
Brummer Multi-Strategy AB,1,9,16.5,1719215,
Mn Services Vermogensbeheer B.V.,1,415,16.3,104948324,
Raine Capital LLC,1,1,16.0,934512,active
Clal Insurance Enterprises Holdings Ltd,1,200,15.5,189638299,passive
Cabana LLC,1,13,13.3,157811,
Teachers Retirement System of the State of Kentucky,1,1630,13.3,151524055,passive
Ilmarinen Mutual Pension Insurance Co,1,323,12.5,164567122,passive
"Transce3nd, LLC",1,110,12.4,1036916,
Employees Retirement System of Texas,1,476,12.3,109842008,passive
MetLife Inc,1,5,12.2,189178,
IFM Investors Pty Ltd,1,580,12.0,82761473,
Migdal Insurance & Financial Holdings Ltd.,1,322,11.6,146021055,mixed
"Bci Securities, Inc.",1,17,11.6,121510,
Harel Insurance Investments & Financial Services Ltd.,1,408,11.5,165003764,mixed
WealthNavi Inc.,1,10,11.3,108837743,active
CMT Capital Markets Trading GmbH,1,131,11.2,89061535,active
Ppm America Inc /IL/,1,4,10.9,1777943,
Vitol Holding B.V.,1,1,10.9,40000,
Raine Group LLC,1,2,10.9,333985,
"1888 Investments, LLC",1,2,10.3,480964,
HCC Manager LLC ,1,1,10.3,4673870,
Cardano Risk Management B.V.,1,34,9.9,454165320,
"Acme, LLC",1,1,9.7,1804132,
"State of Alaska, Department of Revenue",1,2079,9.4,100914014,
Blue Pool Management Ltd.,1,1,9.1,627010,
Municipal Employees' Retirement System of Michigan,1,24,8.8,214752781,passive
"One68 Global Capital, LLC",1,33,8.5,547775,active
Peapack Gladstone Financial Corp,1,623,7.9,59116049,mixed
Wafra Inc.,1,1,7.7,2500000,
Mizuho Securities Co. Ltd.,1,14,7.5,158274,
"Founders Fund Growth Management, LLC",1,1,7.0,259388,active
Capital Markets Trading UK LLP,1,102,6.8,96379379,active
"Spurstone Advisory Services, LLC",1,92,6.4,55237,active
PGGM Investments,1,63,6.3,93594915,
Oakland Financial Corp,1,10,6.0,55165,mixed
Nippon Life Insurance Co,1,4,5.8,143964606,passive
Border to Coast Pensions Partnership Ltd,1,82,5.7,38726352,active
C WorldWide Group Holding A/S,1,93,5.7,44011331,
Belfer Management LLC,1,14,5.7,150873,
Gramercy Funds Management LLC,1,1,5.5,2328028,active
ROSS\JOHNSON & Associates LLC,1,344,5.4,61916,
South Dakota Investment Council,1,590,5.3,66931997,
Aspex Management (HK) Ltd,1,20,4.9,230708903,
FACTORIAL MANAGEMENT Ltd,1,3,4.8,2056260,
Berkshire Partners LLC,1,1,4.7,1045630,active
"Amplify Investments, LLC",1,25,4.3,166223,
Caxton Corp,1,11,4.3,167432,
"IA Venture Strategies Fund II, LP",1,1,4.1,258354,active
Bollard Group LLC,1,281,4.0,37472206,
"Wolfswood Holdings, LLC",1,3,3.6,187500,
Protective Life Corp,1,1,3.6,440000,
Vestcor Inc,1,1072,3.5,41623341,
Wedbush Securities Inc,1,1042,3.4,37788965,
PayPay Securities Corp,1,257,3.4,129558,
1922 Investment Co LLC,1,4,3.3,7565,
"Capital Analysts, LLC",1,1118,3.3,49162708,active
New Mexico Educational Retirement Board,1,877,3.2,26800881,passive
New York University,1,1,3.0,55741,
"West Family Investments, Inc.",1,1,3.0,87773,
"VK Services, LLC",1,1,2.9,1023014,
"Valpey Financial Services, LLC",1,71,2.8,156631755,mixed
"Pinegrove Venture Partners, LLC",1,5,2.8,189856,active
"Harvest Fund Management Co., Ltd",1,584,2.7,19824775,active
Old Republic International Corp,1,54,2.5,25436169,
Intermede Investment Partners Ltd,1,29,2.4,16935933,active
"Ritter Alpha, LP",1,10,2.3,48463,
Newport Asia LLC,1,1,2.2,205876,
"Centaurus Financial, Inc.",1,821,2.2,33175064,mixed
"Founders Fund V Management, LLC",1,1,2.2,258072,active
Maj Invest Holding A/S,1,38,2.1,17932427,
Deroy & Devereaux Private Investment Counsel Inc,1,153,2.1,23949959,
Milestone Resources Group Ltd,1,10,2.0,15094806,
"Founders Fund VII Management, LLC",1,2,2.0,295444,active
HPC Germany GmbH & Co. KG,1,0,1.9,49718,
Sun Life Financial Inc,1,30,1.9,20649464,mixed
Foster & Motley Inc,1,376,1.9,30844708,
Premier Fund Managers Ltd,1,151,1.7,16611778,active
Wesleyan Assurance Society,1,103,1.7,11144698,
Summit Global Investments,1,455,1.7,38847707,
S&co Inc,1,167,1.6,17116242,
Rheos Capital Works Inc.,1,56,1.6,14818015,active
Appleton Partners Inc /MA/,1,250,1.5,14841171,active
JTC Employer Solutions Trustee Ltd,1,287,1.5,21618294,
"DC Funds, LP",1,2,1.5,1861306,active
"Vestor Capital, LLC",1,233,1.5,11314265,active
Payden & Rygel,1,112,1.4,14598090,
Main Management LLC,1,90,1.4,43686724,
Cohalo Advisory LLC,1,7,1.3,47763,active
Baskin Financial Services Inc.,1,52,1.3,9033504,mixed
Parkwood LLC,1,92,1.3,20672190,
Hikari Power Ltd,1,62,1.3,4152406,
QV Investors Inc.,1,62,1.2,15921266,
"SlateStone Wealth, LLC",1,205,1.2,9770142,active
Lincluden Management Ltd,1,66,1.2,16984853,
Taiyo Life Insurance Co,1,10,1.2,3284075,passive
Amica Mutual Insurance Co,1,137,1.1,8878242,passive
"UNC Management Company, Inc.",1,4,1.1,2482387,
Graham Holdings Co,1,6,1.1,4687163,
Jacobs & Co /CA/,1,119,1.1,6350469,
Abner Herrman & Brock LLC,1,104,1.0,4773755,
Southern Farm Bureau Life Insurance,1,15,1.0,12926542,passive
Triple Frond Partners LLC,1,11,1.0,7927854,active
Sierra Capital LLC,1,128,0.9,37064115,active
GFI Investment Counsel Ltd.,1,4,0.9,11111,
WoodTrust Financial Corp,1,174,0.9,5890196,mixed
"Annandale Capital, LLC",1,117,0.8,10096801,active
Polianta Ltd,1,82,0.8,14971500,
"Roble, Belko & Company, Inc",1,474,0.8,8417796,
Jabodon Pt Co,1,6,0.8,5399122,
Graham Holdings Co Master Retirement Trust,1,2,0.8,58837,passive
Daido Life Insurance Co,1,6,0.7,1851536,passive
North Growth Management Ltd.,1,47,0.6,5863000,
Noked Israel Ltd,1,11,0.6,2343173,
Maxi Investments CY Ltd,1,108,0.5,9045291,
"First Fiduciary Investment Counsel, Inc.",1,71,0.5,3603983,
Lynrock Lake LP,1,0,0.5,50000,
Global Frontier Investments LLC,1,19,0.5,2486259,
Gifford Fong Associates,1,121,0.5,5162589,
"Acuitas Investments, LLC",1,1,0.5,37962,
Westwind Capital,1,40,0.5,3028810,active
Avion Wealth,1,1460,0.5,5724223,active
"Investor's Fiduciary Advisor Network, LLC",1,263,0.5,5386047,active
H/2 Credit Manager LP,1,16,0.5,53029042,
"SG Trading Solutions, LLC",1,206,0.4,4352244,
"Coston, McIsaac & Partners",1,592,0.4,31767719,active
"von Borstel & Associates, Inc.",1,39,0.4,10748243,
Canal Insurance CO,1,58,0.4,5698345,passive
Ayalon Insurance Comp Ltd.,1,57,0.4,3346279,passive
Lester Murray Antman dba SimplyRich,1,192,0.4,4334188,
Rovin Capital /ut/ /adv,1,169,0.4,6500456,active
Packer & Co Ltd,1,8,0.4,17283951,
"Physicians Financial Services, Inc.",1,104,0.4,1698815,mixed
Pensionfund Sabic,1,208,0.4,3838916,active
"M3F, Inc.",1,15,0.4,18396664,
Nkcfo LLC,1,85,0.3,4800719,
Sivik Global Healthcare LLC,1,41,0.3,1757320,
WealthBridge Investment Counsel Inc.,1,42,0.3,2290075,active
"Hazlett, Burt & Watson, Inc.",1,834,0.3,2733311,
Cederberg Capital Ltd,1,8,0.3,5848598,active
"X-Square Capital, LLC",1,148,0.3,4947398,active
"BCR Wealth Strategies, LLC",1,34,0.3,4698840,active
"Financial Connections Group, Inc.",1,218,0.3,5032127,mixed
"Brick & Kyle, Associates",1,46,0.3,2378879,
"Mathes Company, Inc.",1,115,0.3,2439471,
"Corebridge Financial, Inc.",1,1,0.3,1686,mixed
Athos Capital Ltd,1,20,0.3,17413791,active
AMS Capital Ltda,1,13,0.3,3348401,active
Peloton Wealth Strategists,1,90,0.3,3482125,active
ASO GROUP Ltd,1,54,0.3,1406720,
"Asset Allocation & Management Company, LLC",1,93,0.3,2897904,
National Mutual Funds Management Ltd,1,1,0.3,5035,active
"Wayfinding Financial, LLC",1,144,0.2,2864358,mixed
Keener Financial Planning LLC,1,57,0.2,3013139,mixed
"Silver Oak Advisory Group, Inc.",1,75,0.2,3627789,active
"Elite Financial, Inc.",1,54,0.2,3010380,mixed
"Cairn Investment Group, Inc.",1,62,0.2,2309635,
Horizon Bancorp Inc /IN/,1,188,0.2,2964187,
"R. W. Roge & Company, Inc.",1,59,0.2,2262427,
Lipe & Dalton,1,75,0.2,1664035,
"Ring Mountain Capital, LLC",1,98,0.2,2052176,active
Covestor Ltd,1,2584,0.2,4981745,
Motiv8 Investments LLC,1,681,0.2,13446329,
Santa Monica Partners LP,1,9,0.2,664250,active
"Navigoe, LLC",1,260,0.2,2987173,
"Stonekeep Investments, LLC",1,60,0.2,2953515,
"A. D. Beadell Investment Counsel, Inc.",1,87,0.2,2427308,
"Banco de Sabadell, S.A",1,61,0.2,1012373,
"Aurora Private Wealth, Inc.",1,140,0.2,2501060,active
Pensionfund DSM Netherlands,1,75,0.2,3517335,active
Mount Vernon Associates Inc /MD/,1,56,0.1,2237057,
Aquamarine Zurich AG,1,7,0.1,271130,
Lakehouse Capital Pty Ltd,1,13,0.1,1264103,active
Topor & Co. Korea,1,15,0.1,1007031,
"Family Legacy Financial Solutions, LLC",1,51,0.1,2161019,mixed
Global Strategic Management Inc,1,21,0.1,6617437,
Rye Brook Capital LLC,1,23,0.1,2732150,active
Northwestern University,1,2,0.1,1086480,
"Wealth Group, Ltd.",1,83,0.1,504465,active
"IFC & Insurance Marketing, Inc.",1,692,0.1,1685810,passive
RD Finance Ltd,1,25,0.1,716113,
Merrithew & Thorsten Inc,1,119,0.1,1851937,
"Delaware Ladera Management Company, Inc.",1,1,0.1,890,
Sit Investment Associates Inc,1,5,0.1,6085237,
Atlas Merchant Capital LLC,1,2,0.1,49548,active
Geo Capital Gestora de Recursos Ltd,1,18,0.0,495909,active
"Founders Fund VI Management, LLC",1,0,0.0,38784,active
Shen Neil Nanpeng,1,1,0.0,885,
Antara Capital LP,1,0,0.0,410590,active
"Madrona Venture Group, LLC",1,3,0.0,6670873,
TradeLink Capital LLC,1,26,0.0,236715,active
Phillip James Consulting Co.,1,94,0.0,29592,
"University of Maryland Foundation, Inc.",1,2,0.0,10004,
Parafestas Anastasios,1,0,0.0,193147,
"Gpi Capital, L.P.",1,0,0.0,0,active
"Valinor Management, L.P.",1,0,0.0,0,
Vesa Equity Investment S.a r.l.,1,0,0.0,0,
53 House LLP,1,0,0.0,0,
CROSBY Co OF NEW HAMPSHIRE LLC,1,0,0.0,0,
UCLA Foundation,1,1,0.0,0,
Schreiber Kathleen,1,0,0.0,0,
"Jackson Square Partners, LLC",1,0,0.0,0,active
Thomas H Lee Partners LP,1,0,0.0,0,active
RCF Management L.L.C.,1,0,0.0,0,
"Frist Capital, LLC",1,0,0.0,0,active
Northwoods Investments LLC,1,0,0.0,0,
Bass Sid R,1,0,0.0,0,
NJ State Employees Deferred Compensation Plan,1,0,0.0,0,
"Anthracite Investment Company, Inc.",1,0,0.0,0,
Cowbird Capital LP,1,0,0.0,0,active
"River Bend Holdings, LLC",1,0,0.0,0,
Nebula Research & Development LLC,1,0,0.0,0,
Hall Kathryn A.,1,0,0.0,0,
Afbi LP,1,0,0.0,0,
Permira Holdings LTD,1,0,0.0,0,
Chevron Corp,1,0,0.0,0,
Inflection Point Investments LLP,1,0,0.0,0,
NNS Investments (Cyprus) Ltd,1,0,0.0,0,
"Founders Fund III Management, LLC",1,0,0.0,0,active
Qalhat Capital Ltd,1,0,0.0,0,active
"Hartz Capital, Inc.",1,0,0.0,0,active
Stillwater LLC,1,0,0.0,0,
Ridgeback Capital Investments L.P.,1,0,0.0,0,active
NewGen Equity Long/Short Fund,1,1,0.0,0,active
Stonegate Management LLC,1,0,0.0,0,
"Blind Man Capital, LLC",1,0,0.0,0,active
Consolidated Press International Holdings Ltd,1,0,0.0,0,
"University of Massachusetts Foundation, Inc.",1,0,0.0,0,
"Cook Wealth, LLC",1,0,0.0,0,active
"Cutter & CO Brokerage, Inc.",1,0,0.0,0,
"Builders Vision, LLC",1,0,0.0,0,
"First Citizens Investor Services, Inc.",1,23,0.0,0,
"Keystone Group, L.P.",1,0,0.0,0,
"Stuart Chaussee & Associates, Inc.",1,0,0.0,0,
Bass Lee M /TX/,1,0,0.0,0,
XR Securities LLC,1,0,0.0,0,
